POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings,Year
448,Roelof van der Merwe,17.5,1,2,8,0,0,1,0,2010
449,Nayan Doshi,17.5,1,1,14,0,0,0,0,2010
450,YA Abdulla,16.5,2,1,13,0,0,0,0,2010
451,Adrian Barath,16,3,0,0,5,1,0,0,2010
452,Mark Boucher,16,5,0,0,0,1,3,2,2010
453,Dwayne Smith,15.5,3,1,6,1,1,0,0,2010
454,Amit Uniyal,15,2,2,8,0,0,0,0,2010
455,Venugopal Rao,14.5,6,0,1,3,1,1,0,2010
456,Dhawal Kulkarni,13.5,1,1,10,0,0,0,0,2010
457,K Goel,12,6,0,1,1,1,2,0,2010
458,Mohammad Kaif,10,4,0,0,2,0,2,0,2010
459,S Sriram,9.5,1,0,2,3,0,0,0,2010
460,Yo Mahesh,8.5,1,1,5,0,0,0,0,2010
461,Abhimanyu Mithun,8,1,1,2,1,0,0,0,2010
462,RS Sodhi,7.5,3,0,0,1,0,2,0,2010
463,C Madan,7.5,1,0,0,3,0,0,0,2010
464,Aaron Finch,6.5,1,0,3,0,1,0,0,2010
465,Shrikant Wagh,5.5,1,1,2,0,0,0,0,2010
466,George Bailey,5,1,0,0,2,0,0,0,2010
467,Michael Hussey,5,3,0,0,2,0,0,0,2010
468,Shreevats Goswami,5,1,0,0,2,0,0,0,2010
469,Balachandra Akhil,3,1,0,3,0,0,0,0,2010
470,Azhar Bilakhia,2.5,1,0,0,0,0,1,0,2010
471,Stuart Binny,2.5,1,0,0,1,0,0,0,2010
472,SA Asnodkar,2.5,2,0,0,1,0,0,0,2010
473,Damien Martyn,2.5,1,0,0,1,0,0,0,2010
474,RS Gavaskar,2,2,0,2,0,0,0,0,2010
475,C Ganapathy,1,1,0,1,0,0,0,0,2010
476,Arun Karthik,0,1,0,0,0,0,0,0,2010
477,Thisara Perera,0,1,0,0,0,0,0,0,2010
478,Amit Paunikar,0,1,0,0,0,0,0,0,2010
479,ChrisGayle,409.5,12,8,80,57,44,2,0,2011
480,Lasith Malinga,294.5,16,28,183,0,1,4,0,2011
481,Paul Valthaty,282.5,14,7,43,56,20,2,0,2011
482,Yusuf Pathan,256.5,15,13,93,24,13,5,0,2011
483,Shane Watson,246,11,6,78,31,17,4,0,2011
484,Virat Kohli,241,16,2,23,55,16,7,0,2011
485,Ravichandran Ashwin,237,16,20,157,0,0,4,0,2011
486,Jacques Kallis,237,15,7,54,46,6,9,0,2011
487,Suresh Raina,235.5,16,4,62,36,17,4,0,2011
488,Munaf Patel,229.5,15,22,145,0,0,3,0,2011
489,Yuvraj Singh,228,14,9,61,24,18,5,0,2011
490,Amit Mishra,227.5,14,19,130,9,1,2,0,2011
491,Harbhajan Singh,224.5,15,14,127,9,6,2,0,2011
492,Irfan Pathan,223.5,14,11,124,12,6,4,0,2011
493,Ravindra Jadeja,219.5,14,8,90,20,14,1,0,2011
494,Shaun Marsh,215,14,0,0,52,20,6,0,2011
495,Virender Sehwag,213,11,0,0,51,18,9,0,2011
496,Albie Morkel,212.5,15,15,102,8,8,4,0,2011
497,Dan Christian,212,14,11,109,9,7,7,0,2011
498,Rahul Sharma,211,14,16,128,1,2,7,0,2011
499,Zaheer Khan,205,15,14,141,2,0,4,0,2011
500,Sreenath Arvind,201,13,21,115,2,0,3,0,2011
501,Iqbal Abdulla,197,15,16,131,1,0,3,0,2011
502,Adam Gilchrist,195.5,14,0,0,41,18,9,3,2011
503,Sachin Tendulkar,195,16,0,0,67,5,4,0,2011
504,Ryan Harris,194.5,13,16,111,3,0,8,0,2011
505,Dale Steyn,193,12,14,134,3,0,1,0,2011
506,RP Singh,188,14,13,135,0,0,3,0,2011
507,Praveen Kumar,185.5,13,10,137,2,1,2,0,2011
508,Kieron Pollard,184,16,10,73,12,6,10,0,2011
509,Jesse Ryder,184,13,4,29,37,11,4,0,2011
510,Doug Bollinger,183.5,13,17,114,0,0,4,0,2011
511,Morne Morkel,177.5,11,13,115,3,2,1,0,2011
512,Johan Botha,177.5,10,7,81,20,2,6,0,2011
513,Daniel Vettori,177,13,12,119,1,1,4,0,2011
514,Kumar Sangakkara,175,13,0,0,44,5,17,2,2011
515,Michael Hussey,171,14,0,0,53,6,7,0,2011
516,Shane Warne,170,13,13,117,1,0,2,0,2011
517,Piyush Chawla,168.5,12,16,93,2,2,3,0,2011
518,Vinay Kumar,168.5,13,12,103,4,1,4,0,2011
519,MS Dhoni,168,16,0,0,25,23,5,5,2011
520,Murali Vijay,167.5,16,0,0,34,20,5,0,2011
521,Ishant Sharma,167,12,11,121,0,0,3,0,2011
522,Shikhar Dhawan,165.5,14,1,5,47,7,6,0,2011
523,Ambati Rayudu,164.5,16,0,3,44,9,7,1,2011
524,Brad Hodge,151.5,14,7,28,26,9,1,0,2011
525,James Hopes,150.5,10,7,53,22,3,3,0,2011
526,Brendon McCullum,148.5,13,0,0,35,16,2,0,2011
527,Rohit Sharma,147,16,0,4,32,13,7,0,2011
528,Robin Uthappa,140,14,0,0,27,10,12,3,2011
529,Alfonso Thomas,139.5,11,11,96,0,0,2,0,2011
530,Shadab Jakati,137.5,15,10,80,0,0,9,0,2011
531,Venugopal Rao,133.5,14,0,3,30,13,4,0,2011
532,David Warner,133.5,13,0,0,34,11,4,0,2011
533,Manoj Tiwary,133,15,0,4,26,14,6,0,2011
534,Brett Lee,130.5,12,5,108,0,0,2,0,2011
535,Subramaniam Badrinath,129,16,0,0,38,9,1,0,2011
536,Lakshmipathy Balaji,129,14,10,89,0,0,2,0,2011
537,Pragyan Ojha,126,10,10,86,0,0,2,0,2011
538,Rahul Dravid,124.5,12,0,0,45,2,2,0,2011
539,AB de Villiers,124,16,0,0,21,14,7,2,2011
540,Gautam Gambhir,123,15,0,0,44,3,1,0,2011
541,Dinesh Karthik,122,14,0,0,32,7,7,0,2011
542,Shanthakumaran Sreesanth,121,9,7,94,0,0,1,0,2011
543,Mahela Jayawardene,120,13,0,0,35,5,6,0,2011
544,Wayne Parnell,117.5,8,9,75,2,1,1,0,2011
545,Tillakaratne Dilshan,115,10,1,16,33,3,1,0,2011
546,JP Duminy,113.5,10,4,44,9,8,2,0,2011
547,Abhimanyu Mithun,113,12,5,67,3,1,7,0,2011
548,Shakib Al Hasan,107.5,7,11,59,4,0,0,0,2011
549,Amit Singh,106.5,9,9,75,0,0,0,0,2011
550,Ashok Menaria,104.5,13,2,30,10,10,3,0,2011
551,Manish Pandey,103.5,10,0,0,28,6,5,0,2011
552,Rajat Bhatia,101.5,14,8,56,3,0,4,0,2011
553,Siddharth Trivedi,101,12,10,66,0,0,0,0,2011
554,Sunny Sohal,97.5,11,0,0,25,10,0,0,2011
555,Parthiv Patel,92,14,0,0,25,2,8,1,2011
556,Bhargav Bhatt,89,10,9,55,0,0,1,0,2011
557,Suraj Randiv,86,8,6,60,0,0,2,0,2011
558,Naman Ojha,86,14,0,0,11,11,8,0,2011
559,Shalabh Srivastava,82,6,8,49,0,0,2,0,2011
560,Ajit Agarkar,76.5,7,8,46,1,0,0,0,2011
561,Dwayne Bravo,74.5,6,6,40,1,1,3,0,2011
562,Ryan McLaren,73.5,6,5,30,7,1,2,0,2011
563,Shaun Tait,73,4,6,42,1,0,3,0,2011
564,Bharat Chipli,70,14,0,1,21,4,1,0,2011
565,Dwaraka Ravi Teja,70,12,0,1,17,4,5,0,2011
566,Aiden Blizzard,69.5,6,0,0,21,2,4,0,2011
567,Ali Murtaza,69,5,3,56,0,0,1,0,2011
568,Raiphi Gomez,66.5,11,5,33,4,1,1,0,2011
569,Jaydev Unadkat,66,7,6,40,0,0,2,0,2011
570,Mitchell Marsh,65,5,7,25,2,3,0,0,2011
571,Saurabh Tiwary,62.5,16,0,0,13,5,5,0,2011
572,Dhawal Kulkarni,62,6,5,42,0,0,1,0,2011
573,Ross Taylor,62,12,0,0,11,7,4,0,2011
574,James Franklin,61.5,8,3,14,10,2,2,0,2011
575,Mayank Agarwal,61.5,8,0,0,16,4,3,0,2011
576,Roelof van der Merwe,61,4,5,36,1,0,2,0,2011
577,Eoin Morgan,60.5,12,0,0,17,3,3,0,2011
578,Shrikant Wagh,59.5,7,4,43,0,0,1,0,2011
579,Andrew Symonds,59,11,1,10,9,3,5,0,2011
580,Ashok Dinda,58.5,6,5,41,0,0,0,0,2011
581,Tim Southee,57,5,4,43,0,0,0,0,2011
582,Mithun Manhas,56.5,10,0,15,8,4,3,0,2011
583,Muttiah Muralitharan,55.5,5,2,46,0,0,1,0,2011
584,P Parameswaran,55,5,4,41,0,0,0,0,2011
585,Syed Mohammad,54,5,5,29,2,0,1,0,2011
586,Shahbaz Nadeem,51,5,4,37,0,0,0,0,2011
587,Umesh Yadav,50.5,7,2,36,0,0,3,0,2011
588,Abhishek Nayar,49.5,10,2,15,9,0,2,0,2011
589,Davy Jacobs,49,6,0,0,10,4,2,2,2011
590,Murali Kartik,48.5,6,1,40,1,0,1,0,2011
591,Charl Langeveldt,48,3,5,27,0,1,0,0,2011
592,Yogesh Nagar,47,11,1,5,6,6,1,0,2011
593,Bipul Sharma,46,4,4,27,1,0,1,0,2011
594,Srikkanth Anirudha,45.5,9,0,0,6,3,8,0,2011
595,JJ van der Wath,45.5,3,3,29,1,1,0,0,2011
596,Ryan ten Doeschate,45,6,0,0,9,5,2,0,2011
597,Bhuvneshwar Kumar,43.5,4,3,28,0,0,2,0,2011
598,Tirumalasetti Suman,42,8,0,7,5,5,2,0,2011
599,Thisara Perera,41,4,2,24,4,0,0,0,2011
600,David Hussey,40.5,8,1,4,3,3,6,0,2011
601,Ajinkya Rahane,39.5,10,0,0,12,2,1,0,2011
602,Varun Aaron,38,4,2,31,0,0,0,0,2011
603,Abhishek Raut,36.5,7,0,8,5,1,5,0,2011
604,Aaron Finch,33,6,0,5,3,3,4,0,2011
605,Asad Pathan,31.5,6,0,7,5,2,2,0,2011
606,Manpreet Gony,31,3,4,17,0,0,0,0,2011
607,Anand Rajan,30.5,2,3,15,0,0,2,0,2011
608,Aavishkar Salvi,30,2,3,17,0,0,1,0,2011
609,Travis Birt,29.5,5,0,0,9,2,0,0,2011
610,Luke Pomersbach,29.5,5,0,0,4,2,5,0,2011
611,Ramesh Powar,29,5,2,22,0,0,0,0,2011
612,Harmeet Singh Bansal,27.5,2,3,17,0,0,0,0,2011
613,Manvinder Bisla,27.5,5,0,0,8,0,1,2,2011
614,Mohammad Kaif,27.5,8,0,0,5,0,6,0,2011
615,Cameron White,27,6,0,0,6,2,2,0,2011
616,Shreevats Goswami,25,5,0,0,5,0,4,1,2011
617,Amit Paunikar,25,4,0,0,9,0,1,0,2011
618,Wriddhiman Saha,24,7,0,0,2,4,2,0,2011
619,Michael Klinger,22.5,4,0,0,9,0,0,0,2011
620,Sunny Singh,21,6,0,0,6,1,1,0,2011
621,Ryan Ninan,21,2,3,8,0,0,1,0,2011
622,Dirk Nannes,20.5,2,2,11,0,0,1,0,2011
623,Dishant Yagnik,20,7,0,0,1,0,3,4,2011
624,Mohnish Mishra,19.5,6,0,0,5,2,0,0,2011
625,Ankeet Chavan,19.5,2,0,17,0,0,1,0,2011
626,Callum Ferguson,17.5,5,0,0,6,0,1,0,2011
627,Graeme Smith,17.5,4,0,0,6,0,1,0,2011
628,Rajagopal Sathish,17,9,0,7,1,0,3,0,2011
629,Sourav Ganguly,17,4,0,0,3,2,1,0,2011
630,Mandeep Singh,16,6,0,0,4,1,1,0,2011
631,Abhishek Jhunjhunwala,16,3,0,1,2,0,4,0,2011
632,Nathan McCullum,16,2,0,10,0,1,1,0,2011
633,Y Gnaneswara Rao,15.5,2,0,3,3,0,2,0,2011
634,Stuart Binny,14.5,6,0,1,2,1,2,0,2011
635,VVS Laxman,14.5,3,0,0,3,2,0,0,2011
636,Owais Shah,14.5,3,0,0,1,2,2,0,2011
637,Nayan Doshi,13.5,3,1,10,0,0,0,0,2011
638,Cheteshwar Pujara,12.5,7,0,0,4,0,1,0,2011
639,Nuwan Kulasekara,10.5,1,1,7,0,0,0,0,2011
640,Sarabjit Ladda,10.5,2,0,8,0,0,1,0,2011
641,James Faulkner,10.5,1,1,7,0,0,0,0,2011
642,Pankaj Singh,10.5,1,0,3,0,0,3,0,2011
643,Ishank Jaggi,10,2,0,0,3,0,1,0,2011
644,Nathan Rimmington,9,1,0,9,0,0,0,0,2011
645,Brad Haddin,8.5,1,0,0,2,1,0,0,2011
646,SS Mundhe,7.5,1,1,4,0,0,0,0,2011
647,Faiz Fazal,7.5,2,0,0,3,0,0,0,2011
648,Arun Karthik,7.5,3,0,0,1,0,2,0,2011
649,Balachandra Akhil,7.5,1,0,4,0,1,0,0,2011
650,Kedar Jadhav,7.5,6,0,0,1,0,2,0,2011
651,Sachin Rana,7,2,0,2,2,0,0,0,2011
652,Scott Styris,6,2,0,1,1,0,1,0,2011
653,Jacob Oram,5.5,2,1,2,0,0,0,0,2011
654,Joginder Sharma,5,1,0,5,0,0,0,0,2011
655,Colin Ingram,5,3,0,0,2,0,0,0,2011
656,Andrew McDonald,5,1,0,5,0,0,0,0,2011
657,Laxmi Ratan Shukla,5,1,0,0,2,0,0,0,2011
658,Harpreet Singh,5,2,0,0,0,0,2,0,2011
659,Kamran Khan,5,1,0,5,0,0,0,0,2011
660,Pinal Shah,5,2,0,0,1,0,0,1,2011
661,Love Ablish,3,1,0,3,0,0,0,0,2011
662,Vikramjeet Malik,3,1,0,3,0,0,0,0,2011
663,P Prasanth,3,1,0,3,0,0,0,0,2011
664,Kedar Devdhar,2.5,1,0,0,0,0,0,1,2011
665,Michael Lumb,2.5,1,0,0,0,0,1,0,2011
666,I Malhotra,2.5,1,0,0,1,0,0,0,2011
667,Siddharth Chitnis,2.5,1,0,0,1,0,0,0,2011
668,Mark Boucher,2.5,4,0,0,0,0,1,0,2011
669,SA Asnodkar,2.5,1,0,0,1,0,0,0,2011
670,Abrar Kazi,2,1,0,2,0,0,0,0,2011
671,Unmukt Chand,0,2,0,0,0,0,0,0,2011
672,S Sriram,0,1,0,0,0,0,0,0,2011
673,Matthew Wade,0,3,0,0,0,0,0,0,2011
674,Tim Paine,0,2,0,0,0,0,0,0,2011
675,ChrisGayle,331.5,15,0,5,46,59,2,0,2012
676,Dwayne Bravo,305,19,15,110,20,20,9,0,2012
677,Jacques Kallis,289.5,17,15,112,34,10,2,0,2012
678,Lasith Malinga,257.5,14,22,145,4,3,6,0,2012
679,Sunil Narine,255.5,15,24,164,2,0,1,0,2012
680,Irfan Pathan,249,17,8,145,14,6,8,0,2012
681,Ajinkya Rahane,245,16,0,0,73,10,11,0,2012
682,Morne Morkel,244,16,25,154,0,0,1,0,2012
683,Shikhar Dhawan,243,15,3,12,58,18,5,0,2012
684,Kieron Pollard,242.5,14,16,85,15,14,6,0,2012
685,Virender Sehwag,233.5,16,0,7,57,19,7,0,2012
686,Azhar Mahmood,229.5,11,14,95,16,8,7,0,2012
687,Gautam Gambhir,229.5,17,0,0,64,17,4,0,2012
688,Piyush Chawla,224,16,16,124,9,4,3,0,2012
689,Zaheer Khan,220.5,16,17,146,1,0,5,0,2012
690,Umesh Yadav,219,17,19,145,0,0,3,0,2012
691,Vinay Kumar,219,15,19,123,3,2,6,0,2012
692,Dale Steyn,214.5,12,18,138,0,1,4,0,2012
693,Suresh Raina,212,19,2,21,36,19,11,0,2012
694,Praveen Kumar,210.5,16,9,168,2,1,1,0,2012
695,Ravichandran Ashwin,207.5,19,14,141,2,0,5,0,2012
696,Albie Morkel,202,16,13,118,5,6,2,0,2012
697,Shane Watson,202,7,6,62,26,14,2,0,2012
698,Harbhajan Singh,198.5,17,6,117,14,3,6,0,2012
699,Rohit Sharma,194,17,0,1,39,18,13,0,2012
700,Munaf Patel,188,12,15,123,0,0,5,0,2012
701,Rahul Dravid,184,16,0,0,63,4,5,0,2012
702,Cameron White,181,13,0,1,41,20,3,0,2012
703,Mandeep Singh,180,16,1,7,53,7,5,0,2012
704,Parvinder Awana,179,12,17,112,0,0,3,0,2012
705,Ravindra Jadeja,176,19,12,65,13,9,2,0,2012
706,David Hussey,164,16,3,14,28,17,4,0,2012
707,Rajat Bhatia,153.5,17,13,83,4,0,6,0,2012
708,Robin Uthappa,152.5,16,0,0,38,10,6,3,2012
709,Ben Hilfenhaus,152,9,14,103,0,0,0,0,2012
710,Murali Vijay,147.5,14,0,0,39,10,6,0,2012
711,RP Singh,145.5,11,10,103,0,0,3,0,2012
712,Siddharth Trivedi,145.5,14,13,90,0,0,4,0,2012
713,Brett Lee,145,10,7,99,2,4,1,0,2012
714,Kevin Pietersen,142.5,8,0,10,22,20,3,0,2012
715,Ashish Nehra,142.5,13,11,99,1,0,1,0,2012
716,Faf du Plessis,142,13,0,0,29,17,4,0,2012
717,Shaun Marsh,142,13,0,0,39,7,8,0,2012
718,Brendon McCullum,140.5,12,0,0,37,3,9,6,2012
719,AB de Villiers,140,16,0,0,26,15,4,5,2012
720,Amit Mishra,139.5,14,13,89,1,0,1,0,2012
721,Johan Botha,139.5,11,9,87,4,1,3,0,2012
722,Muttiah Muralitharan,139.5,10,15,82,0,0,2,0,2012
723,Shakib Al Hasan,138,8,12,68,6,3,1,0,2012
724,Virat Kohli,137,16,0,2,33,10,7,0,2012
725,Naman Ojha,135.5,18,0,0,21,13,13,2,2012
726,Dan Christian,135,7,8,51,8,6,6,0,2012
727,Steve Smith,134,15,0,0,24,14,10,0,2012
728,Harshal Patel,132,12,9,78,1,0,8,0,2012
729,MS Dhoni,131.5,19,0,0,26,9,12,2,2012
730,Marlon Samuels,129,8,8,66,7,5,0,0,2012
731,Owais Shah,128.5,13,0,0,24,16,5,0,2012
732,Lakshmipathy Balaji,125,8,11,84,0,0,1,0,2012
733,Bhuvneshwar Kumar,124,11,8,86,4,0,0,0,2012
734,Shahbaz Nadeem,123.5,12,8,88,0,0,3,0,2012
735,Mahela Jayawardene,123,16,0,0,39,3,6,0,2012
736,Mayank Agarwal,122.5,16,0,0,19,15,9,0,2012
737,David Warner,121.5,8,0,0,28,14,1,0,2012
738,Sourav Ganguly,121,15,2,10,30,4,6,0,2012
739,Tillakaratne Dilshan,119,10,0,9,33,5,4,0,2012
740,Shadab Jakati,117.5,15,9,76,0,0,4,0,2012
741,James Franklin,114.5,12,6,25,15,6,4,0,2012
742,Yusuf Pathan,113.5,17,3,46,10,7,3,0,2012
743,Brad Hogg,113,9,10,73,1,0,1,0,2012
744,JP Duminy,111.5,9,1,22,13,11,6,0,2012
745,Sachin Tendulkar,111.5,13,0,0,39,4,0,0,2012
746,Kevon Cooper,110,6,10,52,3,3,2,0,2012
747,Jesse Ryder,109,11,1,10,23,8,4,0,2012
748,Rahul Sharma,108.5,11,9,72,0,0,2,0,2012
749,Angelo Mathews,108.5,9,7,50,5,4,3,0,2012
750,Michael Hussey,108,8,0,0,28,8,4,0,2012
751,Dwayne Smith,107,7,2,28,18,7,1,0,2012
752,Ambati Rayudu,106.5,17,0,0,21,14,2,0,2012
753,Veer Pratap Singh,106,9,10,71,0,0,0,0,2012
754,Murali Kartik,106,11,4,76,1,1,4,0,2012
755,Varun Aaron,103.5,8,8,73,0,0,1,0,2012
756,Daniel Vettori,102,9,5,66,3,1,3,0,2012
757,Pragyan Ojha,100,9,9,66,0,0,1,0,2012
758,Dinesh Karthik,99.5,17,0,0,30,2,5,2,2012
759,Brad Hodge,99.5,12,1,2,18,9,7,0,2012
760,Ashish Reddy,98,9,10,52,3,1,0,0,2012
761,Amit Singh,95.5,9,10,58,0,0,1,0,2012
762,Manvinder Bisla,95,7,0,0,16,10,6,2,2012
763,Ashok Dinda,95,7,9,61,0,0,1,0,2012
764,Pawan Negi,92,8,7,49,4,1,2,0,2012
765,Ankeet Chavan,89.5,8,7,55,2,0,2,0,2012
766,Kumar Sangakkara,89,12,0,0,21,4,9,0,2012
767,Shaun Tait,88.5,6,6,65,0,0,1,0,2012
768,Manoj Tiwary,88,16,0,0,21,3,10,0,2012
769,Ryan Harris,87,5,8,48,1,1,2,0,2012
770,Ankit Sharma,83,9,4,62,0,2,0,0,2012
771,Ashok Menaria,81.5,15,1,10,14,8,2,0,2012
772,Pankaj Singh,81.5,6,7,57,0,0,0,0,2012
773,Doug Bollinger,79,6,8,46,0,0,2,0,2012
774,Adam Gilchrist,79,7,0,0,21,4,5,0,2012
775,Parthiv Patel,76.5,14,0,0,19,4,5,1,2012
776,Wayne Parnell,76,6,5,51,2,0,1,0,2012
777,Nitin Saini,72.5,10,0,0,16,0,11,2,2012
778,Iqbal Abdulla,72.5,9,4,46,0,0,5,0,2012
779,Subramaniam Badrinath,72,15,0,0,23,2,3,0,2012
780,Manpreet Gony,71,6,3,58,0,0,1,0,2012
781,Dimitri Mascarenhas,67,4,7,35,1,0,2,0,2012
782,Nuwan Kulasekara,64.5,5,4,38,1,0,4,0,2012
783,Harmeet Singh Bansal,64,7,6,33,3,0,1,0,2012
784,Ajit Chandila,64,4,5,39,0,0,3,0,2012
785,Ross Taylor,62,12,0,0,12,7,3,0,2012
786,Michael Clarke,61.5,6,2,22,12,0,1,0,2012
787,Stuart Binny,61,8,3,15,9,3,1,0,2012
788,Manish Pandey,58.5,10,0,0,12,6,3,0,2012
789,KP Appanna,58.5,7,6,35,0,0,1,0,2012
790,Saurabh Tiwary,58,15,0,0,9,8,3,0,2012
791,Andrew McDonald,57.5,4,5,18,6,2,0,0,2012
792,Debabrata Das,56,15,0,0,9,6,5,0,2012
793,Daniel Harris,54,4,0,4,11,5,2,0,2012
794,Yogesh Nagar,54,13,0,1,13,3,4,0,2012
795,Dhawal Kulkarni,54,2,6,23,2,0,2,0,2012
796,Laxmi Ratan Shukla,51,11,1,5,4,5,6,0,2012
797,Andre Russell,49.5,4,1,28,3,3,0,0,2012
798,Mithun Manhas,49,10,0,0,10,4,4,0,2012
799,Alfonso Thomas,49,4,3,30,1,1,1,0,2012
800,Robin Peterson,45,5,3,21,3,1,1,0,2012
801,Richard Levi,44,6,0,0,10,4,2,0,2012
802,Gurkeerat Mann Singh,42,5,0,0,12,2,2,0,2012
803,Bipul Sharma,41,5,0,13,6,3,1,0,2012
804,Venugopal Rao,40.5,10,0,3,8,5,0,0,2012
805,Bhargav Bhatt,36.5,5,2,26,0,1,0,0,2012
806,Ajit Agarkar,35.5,4,3,20,0,0,2,0,2012
807,Roelof van der Merwe,35.5,3,2,26,0,0,1,0,2012
808,Shreevats Goswami,33.5,11,0,0,4,1,4,4,2012
809,David Miller,31.5,6,0,0,6,4,1,0,2012
810,Yo Mahesh,31,5,3,18,0,0,1,0,2012
811,Anand Rajan,28.5,4,3,18,0,0,0,0,2012
812,Abhishek Jhunjhunwala,28.5,5,1,14,1,1,2,0,2012
813,Akshath Reddy,28.5,5,1,3,6,2,0,0,2012
814,Juan Theron,27.5,2,2,18,1,0,0,0,2012
815,Marchant de Lange,27.5,3,3,17,0,0,0,0,2012
816,James Faulkner,27,2,3,14,0,0,1,0,2012
817,Herschelle Gibbs,27,3,0,0,8,2,0,0,2012
818,Doug Bracewell,25.5,1,3,10,1,0,1,0,2012
819,Anustup Majumdar,24.5,4,0,0,7,2,0,0,2012
820,Siddharth Chitnis,23.5,6,0,0,7,1,1,0,2012
821,TP Sudhindra,21.5,3,1,18,0,0,0,0,2012
822,Aaron Finch,20,2,0,0,8,0,0,0,2012
823,Unmukt Chand,18,2,0,0,2,3,1,0,2012
824,Clint McKay,17.5,2,1,14,0,0,0,0,2012
825,Dishant Yagnik,17.5,5,0,0,5,0,2,0,2012
826,Bharat Chipli,17,5,0,0,3,2,1,0,2012
827,Ryan ten Doeschate,14,3,1,2,1,1,1,0,2012
828,Paul Valthaty,13.5,6,0,1,4,0,1,0,2012
829,Krishnakant Upadhyay,13.5,1,0,10,0,1,0,0,2012
830,Sreenath Arvind,12.5,1,0,5,3,0,0,0,2012
831,Cheteshwar Pujara,11,3,0,0,1,1,2,0,2012
832,Syed Mohammad,10.5,2,0,8,1,0,0,0,2012
833,Callum Ferguson,10,4,0,0,3,0,1,0,2012
834,Srikkanth Anirudha,9.5,4,0,0,1,2,0,0,2012
835,Glenn Maxwell,9.5,2,1,6,0,0,0,0,2012
836,Abhishek Nayar,8.5,4,0,0,2,1,0,0,2012
837,Pradeep Sangwan,8.5,1,1,5,0,0,0,0,2012
838,Tirumalasetti Suman,8.5,2,0,0,1,1,1,0,2012
839,Thisara Perera,7,2,0,2,0,0,2,0,2012
840,Chris Lynn,5,1,0,0,1,0,1,0,2012
841,Abu Nechim,5,1,0,5,0,0,0,0,2012
842,Rahul Shukla,5,1,0,5,0,0,0,0,2012
843,Ali Murtaza,5,1,0,5,0,0,0,0,2012
844,Abhimanyu Mithun,5,1,0,5,0,0,0,0,2012
845,Ramesh Powar,3,1,0,3,0,0,0,0,2012
846,Ishank Jaggi,2.5,3,0,0,0,0,1,0,2012
847,Tanmay Mishra,2.5,1,0,0,0,0,1,0,2012
848,Dwaraka Ravi Teja,2.5,2,0,0,1,0,0,0,2012
849,Paras Dogra,2.5,3,0,0,0,0,1,0,2012
850,Davy Jacobs,2.5,1,0,0,0,0,1,0,2012
851,Mohnish Mishra,2.5,1,0,0,1,0,0,0,2012
852,Mohammad Kaif,2.5,1,0,0,1,0,0,0,2012
853,Raju Bhatkal,2.5,1,0,0,0,0,1,0,2012
854,Jaydev Unadkat,2,1,0,2,0,0,0,0,2012
855,Luke Wright,2,1,0,2,0,0,0,0,2012
856,Asad Pathan,2,2,0,2,0,0,0,0,2012
857,Wriddhiman Saha,0,4,0,0,0,0,0,0,2012
858,Biplap Samantray,0,1,0,0,0,0,0,0,2012
859,Sunny Gupta,0,1,0,0,0,0,0,0,2012
860,Suryakumar Yadav,0,1,0,0,0,0,0,0,2012
861,Aiden Blizzard,0,1,0,0,0,0,0,0,2012
862,Harpreet Singh,0,1,0,0,0,0,0,0,2012
863,Arun Karthik,0,1,0,0,0,0,0,0,2012
864,ShaneWatson,386,16,13,101,59,22,6,0,2013
865,Chris Gayle,349,16,3,10,57,51,3,0,2013
866,Dwayne Bravo,320,18,32,135,11,3,14,0,2013
867,Harbhajan Singh,317,19,24,163,12,5,9,0,2013
868,Dale Steyn,304.5,17,19,211,5,2,3,0,2013
869,Mitchell Johnson,301.5,17,24,188,2,2,7,0,2013
870,Kieron Pollard,294,18,10,60,27,29,12,0,2013
871,Thisara Perera,294,16,19,136,12,14,5,0,2013
872,Michael Hussey,287,17,0,0,81,17,10,0,2013
873,James Faulkner,286,16,28,161,5,2,3,0,2013
874,Sunil Narine,279,16,22,180,0,2,6,0,2013
875,Jacques Kallis,273.5,16,16,112,35,3,3,0,2013
876,Virat Kohli,254.5,16,0,0,64,22,7,0,2013
877,Amit Mishra,252,17,21,151,9,0,2,0,2013
878,Vinay Kumar,250,16,23,124,6,3,8,0,2013
879,Mohit Sharma,236,15,20,161,0,0,2,0,2013
880,Bhuvneshwar Kumar,228.5,16,13,167,3,1,2,0,2013
881,Ishant Sharma,227.5,16,15,160,0,0,6,0,2013
882,Lasith Malinga,227,17,20,147,1,0,3,0,2013
883,Azhar Mahmood,226.5,11,15,99,22,5,1,0,2013
884,Ravindra Jadeja,219,18,13,95,17,6,6,0,2013
885,Dinesh Karthik,219,19,0,0,54,14,12,2,2013
886,Suresh Raina,218.5,18,1,2,50,18,10,0,2013
887,Praveen Kumar,217.5,15,12,155,3,3,1,0,2013
888,Irfan Pathan,212,15,10,134,9,3,4,0,2013
889,MS Dhoni,210,18,0,0,32,25,15,2,2013
890,Rohit Sharma,206,19,0,3,35,28,7,0,2013
891,Umesh Yadav,205.5,16,16,126,3,1,5,0,2013
892,Aaron Finch,204.5,14,1,5,54,16,2,0,2013
893,Kevon Cooper,201.5,14,19,98,4,2,8,0,2013
894,Dwayne Smith,200.5,13,2,7,40,19,8,0,2013
