Match_ID,Season,Date,Team1,Team2,Toss_Winner,Toss_Decision,result,DL_Method,Winner,Win_By_Runs,Win_By_Wicket,Man_Of_The_Match,Venue,Umpire1,Umpire2,Umpire3,Total_Balls
285,2011,4/27/11,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,Normal,0,Deccan Chargers,55,,I Sharma,Nehru Stadium,HDPK Dharmasena,AL Hill,,228
286,2018,4/14/18,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,5,B Stanlake,Eden Gardens,AK Chaudhary,A Nand Kishore,,242
287,2015,4/27/15,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Normal,0,Sunrisers Hyderabad,20,,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,,245
288,2016,5/22/16,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,,236
289,2014,5/6/14,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Mumbai Indians,19,,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,,252
290,2009,5/18/09,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Normal,0,Kolkata Knight Riders,,7,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin,,250
291,2016,5/14/16,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Normal,0,Royal Challengers Bangalore,144,,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,,242
292,2008,5/4/08,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Mumbai Indians,29,,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,,238
293,2012,5/5/12,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,43,,SR Watson,"Punjab Cricket Association Stadium, Mohali",JD Cloete,SJA Taufel,,251
294,2016,5/15/16,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Normal,0,Sunrisers Hyderabad,,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,,243
295,2009,5/16/09,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Normal,0,Chennai Super Kings,,7,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,,242
296,2018,5/23/18,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Kolkata Knight Riders,25,,AD Russell,Eden Gardens,AK Chaudhary,Nitin Menon,,247
297,2008,5/28/08,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,,217
298,2011,5/24/11,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,6,SK Raina,Wankhede Stadium,Asad Rauf,SJA Taufel,,249
299,2012,4/27/12,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Normal,0,Delhi Daredevils,37,,V Sehwag,Feroz Shah Kotla,Aleem Dar,BNJ Oxenford,,249
300,2019,4/1/19,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Normal,0,Kings XI Punjab,14,,SM Curran,"Punjab Cricket Association IS Bindra Stadium, Mohali",CB Gaffaney,AK Chaudhary,,245
301,2016,4/21/16,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,,217
302,2018,4/11/18,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Normal,1,Rajasthan Royals,10,,SV Samson,Sawai Mansingh Stadium,KN Ananthapadmanabhan,Nitin Menon,,146
303,2014,5/10/14,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,4,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,,246
304,2012,4/10/12,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Normal,0,Kolkata Knight Riders,42,,L Balaji,M Chinnaswamy Stadium,S Ravi,RJ Tucker,,249
305,2018,4/29/18,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,6,CA Lynn,M.Chinnaswamy Stadium,NJ Llong,AK Chaudhary,,246
306,2016,5/21/16,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,Normal,0,Gujarat Lions,,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,,236
307,2011,5/6/11,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Royal Challengers Bangalore,85,,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,RB Tiffin,,246
308,2017,4/30/17,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,,157
309,2010,4/9/10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Normal,0,Kings XI Punjab,,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",M Erasmus,AM Saheba,,240
310,2012,5/27/12,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Kolkata Knight Riders,,5,MS Bisla,"MA Chidambaram Stadium, Chepauk",BF Bowden,SJA Taufel,,248
311,2016,4/11/16,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Normal,0,Gujarat Lions,,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,VA Kulkarni,,233
312,2008,4/27/08,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Kings XI Punjab,,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,,248
313,2015,4/29/15,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,0,,,,,M Chinnaswamy Stadium,JD Cloete,PG Pathak,,128
314,2012,4/25/12,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Normal,0,Mumbai Indians,,4,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,BNJ Oxenford,,249
315,2013,4/19/13,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Normal,0,Sunrisers Hyderabad,,5,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,CK Nandan,,236
316,2010,3/15/10,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,6,V Sehwag,"Sardar Patel Stadium, Motera",BG Jerling,RE Koertzen,,232
317,2011,4/17/11,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,3,Yuvraj Singh,Dr DY Patil Sports Academy,Asad Rauf,AM Saheba,,247
318,2008,4/19/08,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,33,,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,,248
319,2016,4/15/16,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,8,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin,,207
320,2019,5/1/19,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Normal,0,Chennai Super Kings,80,,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AY Dandekar,Nitin Menon,,223
321,2013,4/29/13,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Normal,0,Mumbai Indians,4,,RG Sharma,Wankhede Stadium,Asad Rauf,AK Chaudhary,,251
322,2015,5/3/15,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,23,,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,VA Kulkarni,,245
323,2011,4/12/11,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,9,SR Tendulkar,M Chinnaswamy Stadium,HDPK Dharmasena,AL Hill,,237
324,2010,3/13/10,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Normal,0,Mumbai Indians,4,,YK Pathan,Brabourne Stadium,RE Koertzen,RB Tiffin,,254
325,2014,5/30/14,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Normal,0,Kings XI Punjab,24,,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,,257
326,2012,5/22/12,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,18,,YK Pathan,Subrata Roy Sahara Stadium,BR Doctrove,SJA Taufel,,246
327,2013,5/13/13,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Normal,0,Mumbai Indians,,7,KA Pollard,Wankhede Stadium,AK Chaudhary,SJA Taufel,,248
328,2010,4/11/10,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Normal,0,Mumbai Indians,37,,SR Tendulkar,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,,251
329,2017,5/2/17,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,,240
330,2008,5/21/08,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Normal,0,Kings XI Punjab,1,,SE Marsh,Wankhede Stadium,BF Bowden,GA Pratapkumar,,249
331,2011,5/11/11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,9,S Aravind,Sawai Mansingh Stadium,HDPK Dharmasena,K Hariharan,,229
332,2011,4/24/11,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,8,SK Warne,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,,209
333,2017,5/16/17,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Normal,0,Rising Pune Supergiant,20,,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,,252
334,2010,3/27/10,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Kolkata Knight Riders,39,,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,,255
335,2019,4/6/19,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,22,,Harbhajan Singh,"MA Chidambaram Stadium, Chepauk",KN Ananthapadmanabhan,RJ Tucker,,249
336,2013,4/16/13,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,tie,0,,,,V Kohli,M Chinnaswamy Stadium,M Erasmus,VA Kulkarni,,258
337,2018,5/3/18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,6,SP Narine,Eden Gardens,HDPK Dharmasena,A Deshmukh,,236
338,2019,4/5/19,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,5,AD Russell,M.Chinnaswamy Stadium,CB Gaffaney,AK Chaudhary,,246
339,2016,4/23/16,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Normal,0,Delhi Daredevils,10,,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,,251
340,2014,4/30/14,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Normal,0,Sunrisers Hyderabad,15,,B Kumar,Dubai International Cricket Stadium,HDPK Dharmasena,M Erasmus,,251
341,2019,4/14/19,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,Normal,0,Delhi Capitals,39,,KMA Paul,"Rajiv Gandhi International Stadium, Uppal",BNJ Oxenford,AK Chaudhary,,241
342,2017,4/18/17,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,Normal,0,Royal Challengers Bangalore,21,,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,,249
343,2008,5/7/08,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Normal,0,Mumbai Indians,,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,,202
344,2012,5/8/12,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Normal,0,Rajasthan Royals,,7,SR Watson,Subrata Roy Sahara Stadium,Asad Rauf,BR Doctrove,,221
345,2013,5/1/13,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Delhi Daredevils,,7,DA Warner,Shaheed Veer Narayan Singh International Stadium,HDPK Dharmasena,CK Nandan,,233
346,2018,5/10/18,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,Normal,0,Sunrisers Hyderabad,,9,S Dhawan,Feroz Shah Kotla,AY Dandekar,C Shamshuddin,,235
347,2011,5/21/11,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Normal,0,Deccan Chargers,82,,S Dhawan,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,,239
348,2017,4/16/17,Mumbai Indians,Gujarat Lions,Mumbai Indians,field,Normal,0,Mumbai Indians,,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,,251
349,2013,5/11/13,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Normal,0,Sunrisers Hyderabad,30,,PA Patel,"Punjab Cricket Association Stadium, Mohali",S Das,RJ Tucker,,243
350,2018,5/19/18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Normal,0,Kolkata Knight Riders,,5,CA Lynn,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,S Ravi,,249
351,2010,3/29/10,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,40,,DA Warner,Feroz Shah Kotla,SS Hazare,SJA Taufel,,250
352,2011,4/30/11,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,38,,V Sehwag,Nehru Stadium,HDPK Dharmasena,AL Hill,,239
353,2015,4/22/15,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,1,Sunrisers Hyderabad,16,,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,VA Kulkarni,,196
354,2018,4/26/18,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Sunrisers Hyderabad,13,,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal",YC Barde,CK Nandan,,239
355,2012,4/12/12,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,7,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,SK Tarapore,,225
356,2013,4/6/13,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,5,,R Dravid,Feroz Shah Kotla,S Das,C Shamshuddin,,248
357,2014,5/11/14,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Normal,0,Rajasthan Royals,,5,JP Faulkner,M Chinnaswamy Stadium,S Ravi,RJ Tucker,,243
358,2017,4/9/17,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Normal,0,Mumbai Indians,,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,,254
359,2019,3/30/19,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,8,MA Agarwal,"Punjab Cricket Association IS Bindra Stadium, Mohali",VA Kulkarni,CB Gaffaney,,243
360,2019,4/21/19,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,9,KK Ahmed,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,Nitin Menon,,218
361,2014,4/25/14,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,Normal,0,Sunrisers Hyderabad,4,,AJ Finch,Dubai International Cricket Stadium,M Erasmus,S Ravi,,245
362,2016,4/19/16,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,,231
363,2012,5/11/12,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,Normal,0,Royal Challengers Bangalore,35,,CH Gayle,Subrata Roy Sahara Stadium,BF Bowden,SK Tarapore,,246
364,2008,5/24/08,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,5,KD Karthik,Feroz Shah Kotla,BF Bowden,K Hariharan,,247
365,2011,5/8/11,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,Normal,0,Pune Warriors,,5,R Sharma,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,,229
366,2015,5/15/15,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Normal,1,Royal Challengers Bangalore,,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,,106
367,2009,5/3/09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Kings XI Punjab,,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,,249
368,2012,4/22/12,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,5,B Lee,Barabati Stadium,BF Bowden,SK Tarapore,,242
369,2009,4/27/09,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Normal,0,Deccan Chargers,,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,,248
370,2008,5/1/08,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,,239
371,2016,4/13/16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,6,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,,246
372,2014,4/19/14,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,7,PA Patel,Dubai International Cricket Stadium,Aleem Dar,AK Chaudhary,,230
373,2015,5/4/15,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,24,,SK Raina,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath,,244
374,2012,4/15/12,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Normal,0,Kings XI Punjab,2,,SP Narine,Eden Gardens,Asad Rauf,S Asnani,,243
375,2011,4/15/11,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,9,G Gambhir,Sawai Mansingh Stadium,Aleem Dar,SS Hazare,,242
376,2019,5/4/19,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,4,SO Hetmyer,M.Chinnaswamy Stadium,NJ Llong,AK Chaudhary,,246
377,2014,4/20/14,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,7,GJ Maxwell,Sharjah Cricket Stadium,BF Bowden,M Erasmus,,239
378,2012,5/19/12,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,6,UT Yadav,Himachal Pradesh Cricket Association Stadium,BF Bowden,VA Kulkarni,,236
379,2008,5/18/08,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Normal,0,Mumbai Indians,25,,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,,252
380,2015,5/16/15,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,9,,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth,,259
381,2009,5/5/09,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,Normal,0,Delhi Daredevils,,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,,240
382,2011,4/8/11,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,2,,S Anirudha,"MA Chidambaram Stadium, Chepauk",BR Doctrove,PR Reiffel,,244
383,2018,4/30/18,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Chennai Super Kings,13,,SR Watson,Maharashtra Cricket Association Stadium,AY Dandekar,C Shamshuddin,,250
384,2013,4/14/13,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,6,JP Faulkner,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,,235
385,2010,3/24/10,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Normal,0,Rajasthan Royals,31,,AC Voges,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,SK Tarapore,,246
386,2011,4/25/11,Chennai Super Kings,Pune Warriors,Pune Warriors,field,Normal,0,Chennai Super Kings,25,,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin,,246
387,2017,5/13/17,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Normal,0,Mumbai Indians,9,,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,,250
388,2019,4/15/19,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Normal,0,Mumbai Indians,,5,SL Malinga,Wankhede Stadium,M Erasmus,Nitin Menon,,241
389,2014,5/23/14,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Kings XI Punjab,16,,SE Marsh,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,,247
390,2019,4/4/19,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,5,JM Bairstow,Feroz Shah Kotla,KN Ananthapadmanabhan,C Shamshuddin,,236
391,2013,5/3/13,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Kolkata Knight Riders,,8,YK Pathan,Eden Gardens,HDPK Dharmasena,CK Nandan,,234
392,2017,4/21/17,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Normal,0,Gujarat Lions,,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,,232
393,2011,5/28/11,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,58,,M Vijay,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,,244
394,2016,5/6/16,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,,242
395,2018,5/9/18,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Normal,0,Mumbai Indians,102,,Ishan Kishan,Eden Gardens,KN Ananthapadmanabhan,AK Chaudhary,,234
396,2015,4/12/15,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Normal,0,Kings XI Punjab,18,,GJ Bailey,Wankhede Stadium,AK Chaudhary,K Srinivasan,,248
397,2013,5/11/13,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Normal,0,Mumbai Indians,,5,MG Johnson,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,,237
398,2010,4/25/10,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,22,,SK Raina,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel,,249
399,2011,5/22/11,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,5,JEC Franklin,Eden Gardens,SK Tarapore,SJA Taufel,,248
400,2017,4/15/17,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,51,,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,248
401,2018,5/22/18,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,2,F du Plessis,Wankhede Stadium,C Shamshuddin,M Erasmus,,247
402,2016,5/7/16,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Kings XI Punjab,9,,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,,245
403,2009,5/16/09,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Normal,0,Deccan Chargers,,6,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi,,248
404,2013,4/6/13,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,9,,KA Pollard,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,,252
405,2018,4/27/18,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Delhi Daredevils,55,,SS Iyer,Feroz Shah Kotla,C Shamshuddin,S Ravi,,246
406,2011,4/28/11,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,Normal,0,Kolkata Knight Riders,17,,MK Tiwary,Feroz Shah Kotla,PR Reiffel,RJ Tucker,,250
407,2018,4/14/18,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,7,JJ Roy,Wankhede Stadium,KN Ananthapadmanabhan,Nitin Menon,,246
408,2014,5/3/14,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,7,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi,,235
409,2010,3/30/10,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Normal,0,Mumbai Indians,,4,SL Malinga,Brabourne Stadium,BR Doctrove,SK Tarapore,,251
410,2019,4/19/19,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Normal,0,Royal Challengers Bangalore,10,,V Kohli,Eden Gardens,IJ Gould,Nitin Menon,,253
411,2019,3/31/19,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Chennai Super Kings,8,,MS Dhoni,"MA Chidambaram Stadium, Chepauk",YC Barde,CK Nandan,,251
412,2017,4/8/17,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,,247
413,2014,5/21/14,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,,243
414,2017,5/1/17,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,field,Normal,0,Rising Pune Supergiant,,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,,244
415,2008,5/23/08,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,,243
